ID	adj.P.Val	P.Value	t	B	logFC	Gene.symbol	Gene.title
202677_at	0.1329626	1.36e-02	2.4836614	-3.09932	0.18567119	RASA1	RAS p21 protein activator 1
221569_at	0.1329626	1.36e-02	2.4836217	-3.09941	0.18883302	AHI1	Abelson helper integration site 1
48659_at	0.1332508	1.36e-02	-2.4825737	-3.10179	-0.11715993	MIIP	migration and invasion inhibitory protein
204924_at	0.1332508	1.36e-02	-2.4822838	-3.10245	-0.22875144	TLR2	toll like receptor 2
205012_s_at	0.1332508	1.36e-02	2.4822293	-3.10258	0.20093704	HAGH	hydroxyacylglutathione hydrolase
220907_at	0.1332508	1.36e-02	2.4821938	-3.10266	0.43850399	ADGRF1	adhesion G protein-coupled receptor F1
632_at	0.1333343	1.36e-02	-2.4818061	-3.10354	-0.11010244	GSK3A	glycogen synthase kinase 3 alpha
201956_s_at	0.1333767	1.37e-02	2.4815307	-3.10417	0.15960359	GNPAT	glyceronephosphate O-acyltransferase
221805_at	0.1334525	1.37e-02	-2.4811641	-3.105	-0.42136899	NEFL	neurofilament, light polypeptide
212766_s_at	0.1334644	1.37e-02	2.480972	-3.10544	0.18295351	ISG20L2	interferon stimulated exonuclease gene 20 like 2
205935_at	0.1336575	1.37e-02	-2.4802858	-3.107	-0.25811644	FOXF1	forkhead box F1
207479_at	0.1336622	1.37e-02	2.4801134	-3.10739	0.48927672		
209049_s_at	0.1338158	1.37e-02	2.4795353	-3.10871	0.2388949	ZMYND8	zinc finger MYND-type containing 8
217655_at	0.1338972	1.37e-02	-2.4791545	-3.10957	-0.37233656	LOC100127972	uncharacterized LOC100127972
213024_at	0.1339782	1.38e-02	2.4785865	-3.11086	0.16173357	TMF1	TATA element modulatory factor 1
214737_x_at	0.1339782	1.38e-02	2.4785393	-3.11097	0.10462318	HNRNPC	heterogeneous nuclear ribonucleoprotein C (C1/C2)
218134_s_at	0.1339782	1.38e-02	2.4784562	-3.11116	0.15840374	RBM22	RNA binding motif protein 22
201614_s_at	0.1341422	1.38e-02	-2.4776831	-3.11292	-0.22725338	RUVBL1	RuvB like AAA ATPase 1
202957_at	0.1341422	1.38e-02	-2.4776721	-3.11294	-0.25324981	HCLS1	hematopoietic cell-specific Lyn substrate 1
200663_at	0.1341422	1.38e-02	2.4775327	-3.11326	0.11691568	CD63	CD63 molecule
203277_at	0.1341958	1.38e-02	-2.4770645	-3.11432	-0.15654601	DFFA	DNA fragmentation factor subunit alpha
208639_x_at	0.1341958	1.38e-02	-2.4768553	-3.1148	-0.20139062	PDIA6	protein disulfide isomerase family A member 6
217369_at	0.1341958	1.38e-02	-2.4768145	-3.11489	-0.32284826	LOC101930405///IGHG1	uncharacterized LOC101930405///immunoglobulin heavy constant gamma 1 (G1m marker)
211913_s_at	0.1341958	1.38e-02	-2.4767514	-3.11503	-0.20934361	MERTK	MER proto-oncogene, tyrosine kinase
210697_at	0.1343332	1.39e-02	-2.4762194	-3.11624	-0.44261949	ZNF257	zinc finger protein 257
205943_at	0.1344467	1.39e-02	-2.4757526	-3.1173	-0.38223032	TDO2	tryptophan 2,3-dioxygenase
216332_at	0.1344515	1.39e-02	-2.4755809	-3.11769	-0.22273146	POU6F1	POU class 6 homeobox 1
214667_s_at	0.1345003	1.39e-02	-2.4752825	-3.11837	-0.46936256	TP53I11	tumor protein p53 inducible protein 11
205593_s_at	0.1345003	1.39e-02	-2.4751311	-3.11871	-0.5110449	PDE9A	phosphodiesterase 9A
208712_at	0.1345739	1.39e-02	2.474773	-3.11953	0.43231862	CCND1	cyclin D1
213331_s_at	0.1347599	1.39e-02	2.4741104	-3.12103	0.1929697	NEK1	NIMA related kinase 1
202734_at	0.1350299	1.40e-02	-2.4732213	-3.12305	-0.15052111	TRIP10	thyroid hormone receptor interactor 10
211313_s_at	0.1351235	1.40e-02	-2.4728099	-3.12398	-0.38937759	BAZ1B	bromodomain adjacent to zinc finger domain 1B
209685_s_at	0.1356123	1.40e-02	-2.4711984	-3.12763	-0.26353398	PRKCB	protein kinase C beta
212918_at	0.1356123	1.40e-02	2.4711743	-3.12769	0.18641487	RECQL	RecQ like helicase
221875_x_at	0.1357026	1.41e-02	-2.4707047	-3.12875	-0.25658557	HLA-F	major histocompatibility complex, class I, F
214757_at	0.1357026	1.41e-02	-2.4705534	-3.1291	-0.54322664	PMS2P2	PMS1 homolog 2, mismatch repair system component pseudogene 2
212392_s_at	0.1357026	1.41e-02	-2.4704562	-3.12932	-0.42923421	LOC101930416///LOC101929792///LOC100996724///PDE4DIP	myomegalin-like///uncharacterized LOC101929792///phosphodiesterase 4D interacting protein-like///phosphodiesterase 4D interacting protein
203414_at	0.1358212	1.41e-02	2.469979	-3.1304	0.24924895	MMD	monocyte to macrophage differentiation associated
204005_s_at	0.1359469	1.41e-02	2.4694826	-3.13152	0.24057957	PAWR	pro-apoptotic WT1 regulator
212681_at	0.1360553	1.41e-02	2.4687821	-3.13311	0.33929784	EPB41L3	erythrocyte membrane protein band 4.1 like 3
222013_x_at	0.1360553	1.41e-02	-2.4687324	-3.13322	-0.22515629	EEF2KMT	eukaryotic elongation factor 2 lysine methyltransferase
211840_s_at	0.1360553	1.41e-02	-2.4685918	-3.13354	-0.37312263	PDE4D	phosphodiesterase 4D
216668_at	0.1360553	1.41e-02	-2.4685596	-3.13361	-0.24579774		
212984_at	0.1361052	1.42e-02	2.4682678	-3.13427	0.16561787	ATF2	activating transcription factor 2
204563_at	0.136109	1.42e-02	-2.4680997	-3.13465	-0.3505158	SELL	selectin L
37950_at	0.1361169	1.42e-02	-2.4679208	-3.13506	-0.19777391	PREP	prolyl endopeptidase
209376_x_at	0.1362176	1.42e-02	-2.4674928	-3.13603	-0.17760604	SCAF11	SR-related CTD associated factor 11
208433_s_at	0.1363145	1.42e-02	-2.467075	-3.13697	-0.36580513	LRP8	LDL receptor related protein 8
201040_at	0.1364586	1.42e-02	-2.466531	-3.1382	-0.27401424	GNAI2	G protein subunit alpha i2
210178_x_at	0.1365749	1.42e-02	-2.4660616	-3.13927	-0.3803648	SRSF10	serine and arginine rich splicing factor 10
217956_s_at	0.1366753	1.43e-02	2.4656353	-3.14023	0.16944311	ENOPH1	enolase-phosphatase 1
201601_x_at	0.1370695	1.43e-02	-2.4644236	-3.14297	-0.32424815	IFITM2///IFITM1	interferon induced transmembrane protein 2///interferon induced transmembrane protein 1
210307_s_at	0.1371496	1.43e-02	2.4639617	-3.14401	0.16891186	KLHL25	kelch like family member 25
203858_s_at	0.1371496	1.43e-02	-2.4638949	-3.14416	-0.12759363	COX10	COX10, heme A:farnesyltransferase cytochrome c oxidase assembly factor
214276_at	0.1372019	1.43e-02	-2.463598	-3.14484	-0.20760672	KLF12	Kruppel like factor 12
39966_at	0.1373294	1.44e-02	2.4629421	-3.14632	0.28581732	CSPG5	chondroitin sulfate proteoglycan 5
206445_s_at	0.1373294	1.44e-02	-2.4628937	-3.14643	-0.21381237	PRMT1	protein arginine methyltransferase 1
216902_s_at	0.1373294	1.44e-02	-2.4627823	-3.14668	-0.34772357	RRN3P1///RRN3P2///RRN3	RRN3 homolog, RNA polymerase I transcription factor pseudogene 1///RRN3 homolog, RNA polymerase I transcription factor pseudogene 2///RRN3 homolog, RNA polymerase I transcription factor
202104_s_at	0.1373294	1.44e-02	-2.4626292	-3.14702	-0.3302234	LOC101930112///SPG7	uncharacterized LOC101930112///SPG7, paraplegin matrix AAA peptidase subunit
204269_at	0.1376712	1.44e-02	-2.4612457	-3.15015	-0.23802288	PIM2	Pim-2 proto-oncogene, serine/threonine kinase
218894_s_at	0.1376712	1.44e-02	2.4611559	-3.15035	0.39165669	MAGOHB	mago homolog B, exon junction complex core component
209143_s_at	0.1376712	1.44e-02	2.4609562	-3.1508	0.21504584	CLNS1A	chloride nucleotide-sensitive channel 1A
210663_s_at	0.1376712	1.45e-02	-2.4607884	-3.15118	-0.5921499	KYNU	kynureninase
202967_at	0.1376712	1.45e-02	-2.460627	-3.15155	-0.25919399	GSTA4	glutathione S-transferase alpha 4
212925_at	0.1376712	1.45e-02	2.4606141	-3.15158	0.34380465	MISP	mitotic spindle positioning
203503_s_at	0.1376712	1.45e-02	-2.4605563	-3.15171	-0.19212859	PEX14	peroxisomal biogenesis factor 14
214340_at	0.1376712	1.45e-02	-2.4604639	-3.15191	-0.31221419	ALOX12P2	arachidonate 12-lipoxygenase pseudogene 2
210625_s_at	0.1378507	1.45e-02	-2.4596788	-3.15369	-0.38952655	AKAP1	A-kinase anchoring protein 1
204667_at	0.1378507	1.45e-02	2.459673	-3.1537	0.53375582	FOXA1	forkhead box A1
215275_at	0.1379167	1.45e-02	-2.459213	-3.15474	-0.2497493	TRAF3IP3	TRAF3 interacting protein 3
201505_at	0.1379167	1.45e-02	2.4589774	-3.15527	0.27752162	LAMB1	laminin subunit beta 1
207327_at	0.1379167	1.45e-02	-2.4588846	-3.15548	-0.36311765	EYA4	EYA transcriptional coactivator and phosphatase 4
220069_at	0.1379167	1.45e-02	-2.4587734	-3.15573	-0.31397889	TUBA8	tubulin alpha 8
212509_s_at	0.1379167	1.45e-02	2.4587157	-3.15586	0.26076436	MXRA7	matrix remodeling associated 7
200053_at	0.1379293	1.45e-02	-2.458526	-3.15629	-0.13437467	SPAG7	sperm associated antigen 7
33304_at	0.1380621	1.46e-02	-2.458017	-3.15743	-0.29002573	ISG20	interferon stimulated exonuclease gene 20
201292_at	0.1381332	1.46e-02	2.4576515	-3.15826	0.36149728	TOP2A	topoisomerase (DNA) II alpha
206353_at	0.1381332	1.46e-02	-2.4575158	-3.15856	-0.16995871	COX6A2	cytochrome c oxidase subunit 6A2
212265_at	0.1382686	1.46e-02	-2.4570004	-3.15973	-0.24041217	QKI	QKI, KH domain containing RNA binding
221362_at	0.1386956	1.47e-02	-2.4557126	-3.16263	-0.24674852	HTR5A	5-hydroxytryptamine receptor 5A
210593_at	0.1390988	1.47e-02	-2.4544907	-3.16538	-0.33476484	ZSWIM8///SAT1	zinc finger SWIM-type containing 8///spermidine/spermine N1-acetyltransferase 1
202696_at	0.1392301	1.47e-02	-2.4539883	-3.16651	-0.12490981	OXSR1	oxidative stress responsive 1
211317_s_at	0.1393176	1.47e-02	-2.4534649	-3.16769	-0.36235502	CFLAR	CASP8 and FADD like apoptosis regulator
204687_at	0.1393176	1.47e-02	-2.4534458	-3.16773	-0.24718482	PARM1	prostate androgen-regulated mucin-like protein 1
206127_at	0.1393931	1.48e-02	-2.4529583	-3.16883	-0.33710858	ELK3	ELK3, ETS transcription factor
211012_s_at	0.1393931	1.48e-02	-2.4528777	-3.16901	-0.44956732	PML	promyelocytic leukemia
220356_at	0.1393931	1.48e-02	2.4527796	-3.16923	0.43152016	CORIN	corin, serine peptidase
201003_x_at	0.1394862	1.48e-02	2.4523788	-3.17014	0.15048293	TMEM189-UBE2V1///TMEM189///UBE2V2///UBE2V1	TMEM189-UBE2V1 readthrough///transmembrane protein 189///ubiquitin conjugating enzyme E2 V2///ubiquitin conjugating enzyme E2 V1
202319_at	0.1395055	1.48e-02	-2.4521125	-3.17073	-0.18894339	SENP6	SUMO1/sentrin specific peptidase 6
203118_at	0.1395055	1.48e-02	-2.4519899	-3.17101	-0.29445356	PCSK7	proprotein convertase subtilisin/kexin type 7
222358_x_at	0.1395055	1.48e-02	2.4518614	-3.1713	0.22792608		
218930_s_at	0.1395575	1.48e-02	2.4514315	-3.17227	0.19036181	TMEM106B	transmembrane protein 106B
208815_x_at	0.1395575	1.48e-02	2.4514136	-3.17231	0.17927009	HSPA4	heat shock protein family A (Hsp70) member 4
204460_s_at	0.1396651	1.48e-02	-2.4509749	-3.17329	-0.17121271	RAD1	RAD1 checkpoint DNA exonuclease
207187_at	0.1399873	1.49e-02	-2.4499723	-3.17555	-0.1539286	JAK3	Janus kinase 3
217475_s_at	0.1401332	1.49e-02	-2.4493984	-3.17684	-0.4110582	LIMK2	LIM domain kinase 2
217661_x_at	0.1401332	1.49e-02	-2.4492235	-3.17723	-0.24475044	SIX5	SIX homeobox 5
217178_at	0.1401332	1.49e-02	-2.4490643	-3.17759	-0.39517182	RARG	retinoic acid receptor gamma
210090_at	0.1401332	1.49e-02	-2.4489686	-3.1778	-0.37544747	ARC	activity regulated cytoskeleton associated protein
204890_s_at	0.1406954	1.50e-02	-2.4472941	-3.18157	-0.49838105	LCK	LCK proto-oncogene, Src family tyrosine kinase
219432_at	0.1406954	1.50e-02	2.4471851	-3.18181	0.42733438	EVC	EvC ciliary complex subunit 1
219724_s_at	0.1407127	1.50e-02	-2.446985	-3.18226	-0.29914665	TESPA1	thymocyte expressed, positive selection associated 1
203728_at	0.1409315	1.50e-02	-2.4461884	-3.18405	-0.20222414	BAK1	BCL2 antagonist/killer 1
219748_at	0.1409315	1.50e-02	-2.4461033	-3.18424	-0.38222989	TREML2	triggering receptor expressed on myeloid cells like 2
206380_s_at	0.1409539	1.50e-02	-2.4458899	-3.18472	-0.31238502	CFP	complement factor properdin
206875_s_at	0.1412348	1.51e-02	2.4449814	-3.18676	0.16527268	SLK	STE20 like kinase
214794_at	0.1412348	1.51e-02	-2.444847	-3.18706	-0.26045457	PA2G4	proliferation-associated 2G4
209279_s_at	0.1413242	1.51e-02	-2.4444593	-3.18793	-0.16128633	NSDHL	NAD(P) dependent steroid dehydrogenase-like
34206_at	0.1415183	1.51e-02	2.443799	-3.18941	0.13047698	ARAP1	ArfGAP with RhoGAP domain, ankyrin repeat and PH domain 1
218539_at	0.1415568	1.51e-02	2.443544	-3.18998	0.11039629	FBXO34	F-box protein 34
208778_s_at	0.1415764	1.52e-02	-2.4433384	-3.19044	-0.17746357	SNORA29///TCP1	small nucleolar RNA, H/ACA box 29///t-complex 1
204826_at	0.1417321	1.52e-02	2.4427788	-3.1917	0.20642089	CCNF	cyclin F
220560_at	0.1417346	1.52e-02	-2.4424822	-3.19236	-0.18908552	C11orf21	chromosome 11 open reading frame 21
216373_at	0.1417346	1.52e-02	-2.4423529	-3.19265	-0.55709139	TAPT1	transmembrane anterior posterior transformation 1
220417_s_at	0.1417346	1.52e-02	-2.4423093	-3.19275	-0.12326652	THAP4	THAP domain containing 4
220262_s_at	0.1418364	1.52e-02	-2.4418901	-3.19369	-0.30116987	DLK2	delta like non-canonical Notch ligand 2
215682_at	0.1418599	1.52e-02	-2.4416748	-3.19417	-0.31284526	LOC440792	proline dehydrogenase 1 pseudogene
205335_s_at	0.1418824	1.52e-02	2.4414623	-3.19465	0.1383517	SRP19	signal recognition particle 19
205672_at	0.1420115	1.53e-02	2.4409727	-3.19574	0.18062992	XPA	XPA, DNA damage recognition and repair factor
205992_s_at	0.1421302	1.53e-02	-2.4405103	-3.19678	-0.2805405	IL15	interleukin 15
210513_s_at	0.1421915	1.53e-02	-2.4401971	-3.19748	-0.21265504	VEGFA	vascular endothelial growth factor A
220708_at	0.1423202	1.53e-02	-2.4395817	-3.19886	-0.14525632		
205663_at	0.1423202	1.53e-02	-2.4395483	-3.19893	-0.34916814	PCBP3	poly(rC) binding protein 3
211261_at	0.1423202	1.53e-02	-2.4394016	-3.19926	-0.3894968	NUP214	nucleoporin 214
209758_s_at	0.1423438	1.53e-02	2.4391866	-3.19974	0.33488692	MFAP5	microfibrillar associated protein 5
218600_at	0.1423578	1.53e-02	-2.4389965	-3.20017	-0.37247621	LIMD2	LIM domain containing 2
201413_at	0.1424241	1.54e-02	2.4383809	-3.20155	0.215222	HSD17B4	hydroxysteroid 17-beta dehydrogenase 4
209409_at	0.1424241	1.54e-02	-2.4382941	-3.20174	-0.22979662	GRB10	growth factor receptor bound protein 10
214684_at	0.1424241	1.54e-02	2.4382874	-3.20176	0.18736986	MEF2A	myocyte enhancer factor 2A
213907_at	0.1424241	1.54e-02	2.4382101	-3.20193	0.15211394	EEF1E1	eukaryotic translation elongation factor 1 epsilon 1
220029_at	0.1425652	1.54e-02	-2.4376908	-3.20309	-0.42962499	ELOVL2	ELOVL fatty acid elongase 2
200009_at	0.142793	1.54e-02	-2.4369479	-3.20475	-0.13335974	GDI2	GDP dissociation inhibitor 2
221975_s_at	0.1429963	1.54e-02	-2.4362691	-3.20627	-0.33818116	C21orf2	chromosome 21 open reading frame 2
207959_s_at	0.1431938	1.55e-02	-2.4356058	-3.20775	-0.42993954	DNAH9	dynein axonemal heavy chain 9
200022_at	0.143215	1.55e-02	-2.4353977	-3.20822	-0.14294912	RPL18	ribosomal protein L18
220477_s_at	0.1434669	1.55e-02	-2.4345949	-3.21001	-0.39081355	TMEM230	transmembrane protein 230
207980_s_at	0.1436033	1.55e-02	-2.4340905	-3.21114	-0.42400596	CITED2	Cbp/p300 interacting transactivator with Glu/Asp rich carboxy-terminal domain 2
207630_s_at	0.1438613	1.56e-02	-2.4331632	-3.21321	-0.12780279	CREM	cAMP responsive element modulator
202377_at	0.1438613	1.56e-02	2.4331204	-3.21331	0.15479557	LEPROT	leptin receptor overlapping transcript
201163_s_at	0.1440605	1.56e-02	2.4324555	-3.21479	0.17589101	IGFBP7	insulin like growth factor binding protein 7
216704_at	0.1442046	1.56e-02	-2.4319328	-3.21596	-0.3577249		
212052_s_at	0.1442252	1.56e-02	2.4315012	-3.21692	0.11618205	TBC1D9B	TBC1 domain family member 9B
218938_at	0.1442252	1.57e-02	2.431284	-3.21741	0.24275491	FBXL15	F-box and leucine rich repeat protein 15
206634_at	0.1442252	1.57e-02	-2.4311937	-3.21761	-0.56501037	SIX3	SIX homeobox 3
211980_at	0.1442252	1.57e-02	2.4311323	-3.21774	0.18037879	COL4A1	collagen type IV alpha 1 chain
218742_at	0.1442252	1.57e-02	2.4311147	-3.21778	0.26090132	NARFL	nuclear prelamin A recognition factor like
206781_at	0.1443631	1.57e-02	-2.4305871	-3.21896	-0.24161026	DNAJC4	DnaJ heat shock protein family (Hsp40) member C4
205242_at	0.1443631	1.57e-02	-2.4304554	-3.21925	-0.93068395	CXCL13	C-X-C motif chemokine ligand 13
205895_s_at	0.144417	1.57e-02	-2.4300491	-3.22016	-0.17078194	NOLC1	nucleolar and coiled-body phosphoprotein 1
207983_s_at	0.144417	1.57e-02	-2.429955	-3.22037	-0.18034869	STAG2	stromal antigen 2
59999_at	0.144417	1.57e-02	2.4298592	-3.22058	0.14362752	HIF1AN	hypoxia inducible factor 1 alpha subunit inhibitor
214499_s_at	0.1445321	1.57e-02	-2.4293666	-3.22168	-0.2306622	BCLAF1	BCL2 associated transcription factor 1
203147_s_at	0.1445321	1.57e-02	-2.4292594	-3.22192	-0.23153752	TRIM14	tripartite motif containing 14
222231_s_at	0.1445749	1.58e-02	2.4289717	-3.22256	0.24004504	LRRC59	leucine rich repeat containing 59
222004_s_at	0.1445749	1.58e-02	-2.4288447	-3.22285	-0.2950386	DOCK6	dedicator of cytokinesis 6
208255_s_at	0.1450399	1.58e-02	-2.4275034	-3.22584	-0.16874559	FKBP8	FK506 binding protein 8
218352_at	0.1453418	1.59e-02	2.4265808	-3.22789	0.20007255	RCBTB1	RCC1 and BTB domain containing protein 1
207356_at	0.1453793	1.59e-02	-2.4262483	-3.22863	-0.22817124	DEFB4B///DEFB4A	defensin beta 4B///defensin beta 4A
201098_at	0.1453793	1.59e-02	2.4261805	-3.22878	0.15050123	COPB2	coatomer protein complex subunit beta 2
213091_at	0.1455684	1.59e-02	-2.4255464	-3.2302	-0.22582874	CRTC1	CREB regulated transcription coactivator 1
210927_x_at	0.1455952	1.59e-02	2.425326	-3.23069	0.13038065	JTB	jumping translocation breakpoint
203613_s_at	0.145651	1.59e-02	2.4250317	-3.23134	0.14874416	NDUFB6	NADH:ubiquinone oxidoreductase subunit B6
204785_x_at	0.1460962	1.60e-02	-2.4237483	-3.2342	-0.16196499	IFNAR2	interferon alpha and beta receptor subunit 2
220423_at	0.14617	1.60e-02	-2.4232918	-3.23521	-0.36163602	PLA2G2D	phospholipase A2 group IID
215627_at	0.14617	1.60e-02	-2.4232568	-3.23529	-0.48057565	LOC101926913	uncharacterized LOC101926913
221970_s_at	0.1461961	1.60e-02	2.4230386	-3.23578	0.17794711	NOL11	nucleolar protein 11
214702_at	0.1462414	1.60e-02	2.4227717	-3.23637	0.41269322	FN1	fibronectin 1
212990_at	0.1463498	1.60e-02	2.4222177	-3.2376	0.176131	SYNJ1	synaptojanin 1
216231_s_at	0.1463498	1.60e-02	-2.4221928	-3.23766	-0.18516371	B2M	beta-2-microglobulin
202145_at	0.1465443	1.61e-02	-2.4215483	-3.23909	-0.3675796	LY6E	lymphocyte antigen 6 complex, locus E
218012_at	0.1468251	1.61e-02	2.4206862	-3.24101	0.19709038	TSPYL2	TSPY like 2
203552_at	0.1470695	1.61e-02	2.419917	-3.24272	0.18814262	MAP4K5	mitogen-activated protein kinase kinase kinase kinase 5
213553_x_at	0.1472716	1.62e-02	2.4191869	-3.24434	0.27813546	APOC1	apolipoprotein C1
203505_at	0.1472716	1.62e-02	2.4190697	-3.2446	0.20480203	ABCA1	ATP binding cassette subfamily A member 1
221014_s_at	0.1472716	1.62e-02	2.418952	-3.24486	0.21144001	RAB33B	RAB33B, member RAS oncogene family
211429_s_at	0.1472816	1.62e-02	-2.418775	-3.24525	-0.4668147	SERPINA1	serpin family A member 1
209411_s_at	0.1473387	1.62e-02	-2.4184796	-3.24591	-0.14485646	GGA3	golgi associated, gamma adaptin ear containing, ARF binding protein 3
209080_x_at	0.1473501	1.62e-02	-2.4181655	-3.24661	-0.13198414	GLRX3	glutaredoxin 3
215256_x_at	0.1473501	1.62e-02	-2.4181479	-3.24664	-0.28691815	ARHGAP33	Rho GTPase activating protein 33
211336_x_at	0.1474103	1.62e-02	-2.4178448	-3.24732	-0.46747158	LILRB1	leukocyte immunoglobulin like receptor B1
208116_s_at	0.1475926	1.63e-02	-2.4172342	-3.24867	-0.33109739	MAN1A1	mannosidase alpha class 1A member 1
37079_at	0.1478112	1.63e-02	-2.4164837	-3.25034	-0.36561602	NUS1P3	NUS1 dehydrodolichyl diphosphate synthase subunit pseudogene 3
204149_s_at	0.1478112	1.63e-02	-2.416362	-3.25061	-0.64615071	GSTM4	glutathione S-transferase mu 4
217843_s_at	0.1478112	1.63e-02	2.4161067	-3.25117	0.16481041	MED4	mediator complex subunit 4
219603_s_at	0.1478112	1.63e-02	2.4160791	-3.25124	0.1950264	ZNF226	zinc finger protein 226
203410_at	0.147933	1.63e-02	2.415622	-3.25225	0.18505177	AP3M2	adaptor related protein complex 3 mu 2 subunit
209585_s_at	0.1480375	1.64e-02	2.4150859	-3.25344	0.17815289	MINPP1	multiple inositol-polyphosphate phosphatase 1
215258_at	0.1480375	1.64e-02	-2.4150455	-3.25353	-0.3377689	CADM4	cell adhesion molecule 4
203946_s_at	0.1480375	1.64e-02	-2.4147218	-3.25425	-0.3306212	ARG2	arginase 2
221344_at	0.1480375	1.64e-02	-2.4145914	-3.25453	-0.22476399	OR12D2	olfactory receptor family 12 subfamily D member 2 (gene/pseudogene)
209807_s_at	0.1480375	1.64e-02	-2.4144827	-3.25478	-0.50907584	NFIX	nuclear factor I X
209196_at	0.1480375	1.64e-02	-2.4143347	-3.2551	-0.27818982	WDR46	WD repeat domain 46
219306_at	0.1480375	1.64e-02	2.4143028	-3.25517	0.2665614	KIF15	kinesin family member 15
221299_at	0.1480974	1.64e-02	-2.4140015	-3.25584	-0.37532714	GPR173	G protein-coupled receptor 173
53076_at	0.1482093	1.64e-02	2.41357	-3.2568	0.13332672	B4GALT7	beta-1,4-galactosyltransferase 7
218912_at	0.1482428	1.64e-02	-2.4133352	-3.25732	-0.09253824	GCC1	GRIP and coiled-coil domain containing 1
216595_at	0.1484242	1.65e-02	2.4126302	-3.25888	0.26004953	FAM186A	family with sequence similarity 186 member A
213705_at	0.1484242	1.65e-02	2.412573	-3.25901	0.23669037	GGCX	gamma-glutamyl carboxylase
203387_s_at	0.1484242	1.65e-02	-2.4124132	-3.25936	-0.20532123	TBC1D4	TBC1 domain family member 4
208403_x_at	0.1484242	1.65e-02	-2.4122782	-3.25966	-0.3406056	MAX	MYC associated factor X
218584_at	0.1485037	1.65e-02	2.4119284	-3.26043	0.23708547	TCTN1	tectonic family member 1
207628_s_at	0.1487167	1.65e-02	-2.4112445	-3.26195	-0.1557526	WBSCR22	Williams-Beuren syndrome chromosome region 22
205849_s_at	0.1487203	1.65e-02	2.4110854	-3.2623	0.17169218	UQCRB	ubiquinol-cytochrome c reductase binding protein
211450_s_at	0.1489687	1.66e-02	-2.4102105	-3.26424	-0.51222893	MSH6	mutS homolog 6
203499_at	0.1489687	1.66e-02	-2.4101634	-3.26434	-0.19231453	EPHA2	EPH receptor A2
